PULocationID,DOLocationID,amount,duration,count,trip_distance,pu_zone,do_zone
14,181,18.05,18.739285714285717,14,4.485714285714286,Bay Ridge,Park Slope
181,138,37.419117647058826,31.094117647058823,34,11.954411764705881,Park Slope,LaGuardia Airport
138,101,40.238799076212466,30.61843725943033,433,13.26242494226328,LaGuardia Airport,Glen Oaks
