PULocationID,DOLocationID,amount,duration,count,trip_distance,pu_zone,do_zone
14,22,14.45625,14.091666666666667,16,3.1331249999999997,Bay Ridge,Bensonhurst West
22,132,55.87142857142857,39.03809523809524,14,19.263571428571428,Bensonhurst West,JFK Airport
132,101,35.07345261121856,23.226482914248873,1034,11.591237911025145,JFK Airport,Glen Oaks
